hashkey;name;formula;synonyms;External_Resources
NIST-MATDB-9a27824ac40dc0e23622482a49c56d1e;Mn2(m-dobdc);;[];[]
NIST-MATDB-8b88f8502ed9557004a1b16cef59bd54;MN200;;[];[]
NIST-MATDB-701657c895ee40f4303c27b84f9a1b02;MN270;;[];[]
NIST-MATDB-8d102ce1783e45e95a221e5f29659cb8;MN270-6wt%Pt;;[];[]
NIST-MATDB-f59dce2bc1448f8841df650568937ace;MN270-Bridged;;[];[]
NIST-MATDB-b388dce4c55277f81dc2162217801d91;Mn2L;;[];[]
NIST-MATDB-e07104b84cb3ba71f1d5508f4674e6b3;Mn3(HCOO)6;;[];[]
NIST-MATDB-2e61f8d9e137bccdbd36cf578e32bdda;Mn3Co2;;[];[]
NIST-MATDB-37478dae69aeb03cb25b45b60cce1c98;Mn3[(Mn4Cl)3(BTT)8(CH3OH)10]2;;[];[]
NIST-MATDB-9fc7cf64c37340bbfceab7ad1ef025ee;Mn3[(Mn4Cl)3(BTT)8]2*0.75CuPF6;;[];[]
NIST-MATDB-63afc3595be97272d26c1ef529ccddaf;Mn3[(Mn4Cl)3(btt)8]2*20CH3OH;;[];[]
NIST-MATDB-bceec2855c4d473ae1484a62d9e250f4;Mn3[(Mn4Cl)3(BTT)8]2^8;;[];[]
NIST-MATDB-4abe701018f354732c169b877a20a80e;Mn3[Co(CN)6]2;;[];[]
NIST-MATDB-e0aa21f8a2968dbdfacb8b688c9a06d1;Mn48X;;[];[]
NIST-MATDB-7d6ff8be79f27ea69a66eb481b75627b;Mn48X-C6H6(l);;[];[]
NIST-MATDB-ecaebfae404e27067efe2ce555be1a86;Mn48X-C6H6(p);;[];[]
NIST-MATDB-c864f95ed44a9ae1d66b78573b8383c5;Mn4Cl-MOF;;[];[]
NIST-MATDB-59a4428c6b6f22db2408422ae9a99d50;Mn@CuBTC;;[];[]
NIST-MATDB-53a56de21adaf98e91115815d8c6b9e0;MnC12H6O4;;[];[]
NIST-MATDB-0f82126abee9480c0aed7d4eb34bf048;MNF-SH;;[];[]
NIST-MATDB-97975946f49366a9d0a189c2e23420cd;MnO2;;[];[]
NIST-MATDB-a5c0efa8bcc8834f32dd91934adf1c0a;MnO2 NW;;[];[]
NIST-MATDB-b887d7f934a1cab3072e74c1459c62a1;MnO2/CeO2-2;;[];[]
NIST-MATDB-e0f5eea7c0b85e3973f920ebea573f4c;MnO2@ZIF-8;;[];[]
NIST-MATDB-42eaab2cf5809f237ac83b0b7ac7b25e;MNS-Activated Carbon 400-900-15;;[];[]
NIST-MATDB-38ecbbfc0fdaa4975086592ac6a280cf;MNS-Activated Carbon 400-900-30;;[];[]
NIST-MATDB-e2616bea5aff3efc89f0f68eaef13f0a;MNS-Activated Carbon 400-900-60;;[];[]
NIST-MATDB-f7f8ef6995860395155d706e3161b622;MNS-Activated Carbon 500-900-15;;[];[]
NIST-MATDB-2ad6a5bc682e4aeeba2aaeddb7dda5ea;MNS-Activated Carbon 500-900-30;;[];[]
NIST-MATDB-7d67e3efbb2ef7e79c236e576bdfaf52;MNS-Activated Carbon 500-900-60;;[];[]
NIST-MATDB-c18f47f9cb82fe73ed4f1641e99a8d1f;MNS-Activated Carbon 600-900-15;;[];[]
NIST-MATDB-3ca4f601887ab5bd1111f0e1d0ae686e;MNS-Activated Carbon 600-900-30;;[];[]
NIST-MATDB-1ed091d19c110c45ab8895ffb3409d73;MNS-Activated Carbon 600-900-60;;[];[]
NIST-MATDB-fd95a0b9751ffcfeea2f6545af674dc1;MNS-Activated Carbon 700-900-15;;[];[]
NIST-MATDB-93f4c703243b04308d34ba5d4853e468;MNS-Activated Carbon 700-900-30;;[];[]
NIST-MATDB-6196a31536575500324a0150d3b9ef30;MNS-Activated Carbon 700-900-60;;[];[]
NIST-MATDB-0ec2e0be23c6860823b24103ecbda9b4;MNS-Activated Carbon A;;[];[]
NIST-MATDB-0fd375ae798b40caf783517aa212076e;MNS-Activated Carbon B;;[];[]
NIST-MATDB-92db9c375e363e93edeb564864bf2c6d;Mo-AMP-Cu-BTC;;[];[]
NIST-MATDB-c14269e1ae4073ac93935958667f9571;Mo-BTC;;[];[]
NIST-MATDB-ec086d8a9aaec7eabd5475f8a068ba1d;Mo-Sal-AMP-Cu-BTC;;[];[]
NIST-MATDB-64fa711c19eea8ddf0de66a5c9bdb6bc;Mo3(BTC)2;;[];[]
NIST-MATDB-b023bb85ae7321ea7c54fc0a230f4507;MOCP-L;;[];[]
NIST-MATDB-93d4b3cc37469aeaeb17c4a73b9e7957;Model MOF;;[];[]
NIST-MATDB-2c825ab57b8a9d4f35333b88494ef644;modified chitin;;[];[]
NIST-MATDB-6511bdd11f8134772be991f4de7a781a;Modified Matrimid;;[];[]
NIST-MATDB-1de2b9aed31051f86c885c49228fedf1;Modulated Zr-MOF-MW;;[];[]
NIST-MATDB-9d461115d660a2c3ada20ebdf03d1d18;Modulated Zr-MOF-Oven;;[];[]
NIST-MATDB-3d1309d1a1cd58e0b8004481c0266894;MOF;;[];[]
NIST-MATDB-f45d482fda03fa3d729ea2c76f82aff9;MOF C12H9O4N7Zn2;;[];[]
NIST-MATDB-daa0895548ee0dd3a0a346a5f904ed47;MOF Cu-ABTA;;[];[]
NIST-MATDB-2a46792b6e904377b37d6b47f656f0bc;MOF Manganese(II)-formate;;[];[]
NIST-MATDB-990b01499ef091486869090cf270efcc;MOF Mg-MOF-74;;[];[]
NIST-MATDB-607a3a3c37d409246c256fce642a3372;MOF [Cu(tzbc)2];;[];[]
NIST-MATDB-377f52d6363a250c35caa5a8c1a05b73;MOF(Fe);;[];[]
NIST-MATDB-f765d879b9d9e45d67f7b120b03366bb;MOF(Fe/Co);;[];[]
NIST-MATDB-6004d6829496d82979110159ed6319fd;MOF-01;;[];[{'name': 'CCDC', 'values': ['854822']}]
NIST-MATDB-1aa4de6e9b58cd21cd479010283694b5;MOF-1;;[];[]
NIST-MATDB-32825f0aa99000e2ade8412b60f53599;MOF-10;;[];[]
NIST-MATDB-c47a19d7c57920ef767b5b0d7c379caf;MOF-100T;;[];[]
NIST-MATDB-3c8d9409e2223b1548c14d293dfc5972;MOF-114;;[];[]
NIST-MATDB-12abbc65d7ae54624d81eb7c203f4a9e;MOF-115;;[];[]
NIST-MATDB-90d0547eaeebeee7421b1c10bb5ba99b;MOF-116;;[];[]
NIST-MATDB-17fc91ad5774279d786f458e64bf36d3;MOF-117;;[];[]
NIST-MATDB-ac5ce829efc849ec1eda54a380e0e7d4;MOF-118;;[];[]
NIST-MATDB-fead6c96d94a5f1e32080079db75559f;MOF-119;;[];[]
NIST-MATDB-1d0a2f40feae6e77675dffa91e43ea7f;MOF-120;;[];[]
NIST-MATDB-987c537ec445a08f0ab3623a0cecb577;MOF-130T;;[];[]
NIST-MATDB-ddd6f2d174f6d5cc75ee1fda94840dd8;MOF-14;;[];[]
NIST-MATDB-7118161e5d87fa33253b6721f15e9f5b;MOF-14 (1);;[];[]
NIST-MATDB-ffe6fb2d909287f688c813be7fd08e2b;MOF-14 (2);;[];[]
NIST-MATDB-5c06a84960e624b10672d785775e77fe;MOF-14 (3);;[];[]
NIST-MATDB-11a06c7e639d7e8c87bfe92729c55777;MOF-14 (4);;[];[]
NIST-MATDB-3d7b729dce0e0e009832207a380214b8;MOF-143;;[];[]
NIST-MATDB-fb189babdbf185912492dd10a22a7eba;MOF-15;;[];[]
NIST-MATDB-724ed55a1103b18bcd7cdcc44e8fd46d;MOF-16;;[];[]
NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1;MOF-177;;[];[]
NIST-MATDB-f132469a8f3a195d2ffe5cd5fee9f84a;MOF-177-15Li;;[];[]
NIST-MATDB-8d52590af8279506fe8d09e42a608e3c;MOF-180;;[];[]
NIST-MATDB-a30707f62a4b051aafd9ac4f0141b506;MOF-199/GO;;[];[]
NIST-MATDB-82ff38273515124fa938844b5a8b5014;MOF-1c;;[];[]
NIST-MATDB-07af26bd81573554d0dfd228787e3e50;MOF-1C';;[];[]
NIST-MATDB-7cbc8489b9167ea2715313a978d69d2d;MOF-1C'-Li;;[];[]
NIST-MATDB-e3d41515552e2ff3025163484768aab2;MOF-1M';;[];[]
NIST-MATDB-2af8e8ffa63fe22e424cc773bf4c5ba4;MOF-1M'-Li;;[];[]
NIST-MATDB-2a55d7fddaa59cb289e94c60012b7c80;MOF-2;;[];[]
NIST-MATDB-7a6c5ef61582a13f273203d99661f16f;MOF-2';;[];[]
NIST-MATDB-c66fcb7fe4e6e8bddff9867285addb18;MOF-2'-Li;;[];[]
NIST-MATDB-139fa76b34e8599641ff3814365cf4b4;MOF-200;;[];[]
NIST-MATDB-ab694f7cd5dfdb3fa816526c45ec360b;MOF-200-27Li;;[];[]
NIST-MATDB-c72a7787d6aa9690e6f0e608535eba56;MOF-205;;[];[]
NIST-MATDB-be3ccde98efca09ab968eb27e702fbc8;MOF-205-NH2;;[];[]
NIST-MATDB-9a43a32d07865246453ef82cd25c3a91;MOF-205-NO2;;[];[]
NIST-MATDB-c37eba54e85c5feb4bb0c694afb281f2;MOF-205-OBn;;[];[]
NIST-MATDB-30cd18fdfeb9951585bf327f31556422;MOF-210;;[];[]
NIST-MATDB-9b71215655c1cda50c5c9205633f8d73;MOF-216;;[];[]
NIST-MATDB-cddc214074aec7d5f7fd7d47dddd61e1;MOF-222;;[];[]
NIST-MATDB-0f20a425dee706181efa4f16ee04d4dd;MOF-235;;[];[]
NIST-MATDB-dbdb6e57c3523e15d6f1f80fceb30047;MOF-236;;[];[]
NIST-MATDB-f942fd6fc3b30e504eb3375cab10a1f4;MOF-253;;[];[]
NIST-MATDB-94b2ff5131b9fb22e0f037425495a37f;MOF-253-0.05PdCl2;;[];[]
NIST-MATDB-c924e1ada268abb96250da0c674447f8;MOF-253-900;;[];[]
NIST-MATDB-8866ca52dcaf6c75f8bff6f9421a6326;MOF-254;;[];[]
NIST-MATDB-dcf49ed32488c65c7c90b43c7a40d908;MOF-2B-Sc2;;[];[]
NIST-MATDB-e528438b26b945d10d27fe402beea64d;MOF-2B-Sc2-10H2;;[];[]
NIST-MATDB-d1688eb9dc98c4653c447e18a898460f;MOF-2B-Sc2-2H2;;[];[]
NIST-MATDB-b7f9eefddd18385892937f2c3ff84a27;MOF-2B-Sc2-4H2;;[];[]
NIST-MATDB-c6f9bb334ab3cac2a2d1043320e3ad8b;MOF-2B-Sc2-6H2;;[];[]
NIST-MATDB-1161d2a1bbb6c2f6bffc1389ef1579d6;MOF-2B-Sc2-8H2;;[];[]
NIST-MATDB-3f7b8bdf6a98869cdff4b4a62479adee;MOF-3;;[];[]
NIST-MATDB-3978b37a90acaa40fe0be03f447d6109;MOF-30;;[];[]
NIST-MATDB-f4ffca676f3abcf91f7b1f8b6972827e;MOF-324;;[];[]
NIST-MATDB-9ca5ab8c2b1d4a3b9d52f73f32bbfff7;MOF-326;;[];[]
NIST-MATDB-a47b58e11d7c26bdfba222a3a87284e4;MOF-36;;[];[]
NIST-MATDB-f14b9398515567914a72c9944cc06d5c;MOF-388;;[];[]
NIST-MATDB-ceffacd465d6b1943c3ebd5a58abe4f4;MOF-39;;[];[]
NIST-MATDB-26148e4d0e1d3db542aef6017909ee64;MOF-399;;[];[]
NIST-MATDB-4ea78cca18c3351350c4350995efea8a;MOF-4;;[];[]
NIST-MATDB-c85c36868aea9ef24156e183e732b5e5;MOF-401;;[];[]
NIST-MATDB-1b711b4b15ba56839a674d11ab981e5b;MOF-5 (1.5 hours activated);;[];[]
NIST-MATDB-07ec3f7785ead7d59d293afa508883b2;MOF-5 (Na2BDC 298);;[];[]
NIST-MATDB-f805c6929f90235cc8f6cc73d0e1478d;MOF-5 (Na2BDC 373);;[];[]
NIST-MATDB-a0c83fbf0f6134eb0ccef17ea18a1388;MOF-5-.5h in humid air;;[];[]
NIST-MATDB-d9c04d464b04de4662c03afa91ff81df;MOF-5-2-SBA-15;;[];[]
NIST-MATDB-fdcda7c9db17e468da0f28f9519808c3;MOF-5-24h in humid air;;[];[]
NIST-MATDB-58781d83b17f1122d8b88dfd588ff4bc;MOF-5-2h in humid air;;[];[]
NIST-MATDB-477cdab71f6f7d84c6a14630e6209e69;MOF-5-40h;;[];[]
NIST-MATDB-a3e8a660f897198e4e266891d6cece8a;MOF-5-48h in humid air;;[];[]
NIST-MATDB-b47a3723414d2a0f5bb0db39183bc725;MOF-5-61% humidity;;[];[]
NIST-MATDB-2ae62f6795b089253d11a2f33f268bb6;MOF-5-61% humidity-exposedtoair.5h;;[];[]
NIST-MATDB-c9505162f8871f9e1b5d9493eff116fa;MOF-5-61% humidity-exposedtoair24h;;[];[]
NIST-MATDB-012062d91707a6839cf201220d6eb94b;MOF-5-61% humidity-exposedtoair2h;;[];[]
NIST-MATDB-bb081c88ae500c1e18c9c8afbf605515;MOF-5-61% humidity-exposedtoair48h;;[];[]
NIST-MATDB-458638f3d665cd7d6945ea3ae94b9c9c;MOF-5-61% humidity-exposedtoair66h;;[];[]
NIST-MATDB-31e4391ff707df48507b57185b101f2f;MOF-5-66h in humid air;;[];[]
NIST-MATDB-d887a22e936dc8648bf828156ee98dbf;MOF-5-Ben;;[];[]
NIST-MATDB-c756a86c44b988a15383fff3f2559e5b;MOF-5-BPO;;[];[]
NIST-MATDB-7e8cbec397be96acd8cc2af6586df65b;MOF-5-BPO (cBPO = .04 M);;[];[]
NIST-MATDB-aeec281795b82295ac0c267cf2530231;MOF-5-BPO (cBPO = .06 M);;[];[]
NIST-MATDB-7ce2b6078f8e894ecbc4aacaeb7250c2;MOF-5-C;;[];[]
NIST-MATDB-36c307693b7919206715d2c8b05f26a7;MOF-5-Cd;;[];[]
NIST-MATDB-d7938f3e4dd67cbfad1c4cfde91571dc;MOF-5-CH3;;[];[]
NIST-MATDB-99e42816cae21d04eb59e70355e36fbd;MOF-5-CN;;[];[]
NIST-MATDB-01c75763e9584f048ee5196f0e17efe0;MOF-5-H2O2;;[];[]
NIST-MATDB-0104e0dce5ea428c0a79b7b5531d58e0;MOF-5-H40;;[];[]
NIST-MATDB-08eeb0bb819567f009c09b90a4a07db0;MOF-5-int;;[];[]
NIST-MATDB-0ad05bf239a7fb044d75b538a5a8943d;MOF-5-NH2;;[];[]
NIST-MATDB-49b3901cd2656f97291715da8f729502;MOF-5-NO2;;[];[]
NIST-MATDB-f9353591221e5da5e0faf47633762b5f;MOF-5-NO2-Cl;;[];[]
NIST-MATDB-5e2490f9a98edd872e273328f3f735ab;MOF-5-NO2-NH2;;[];[]
NIST-MATDB-80c1119c0e95480876f82982f224588d;MOF-5-NP;;[];[]
NIST-MATDB-4db0cbbbf2c122dc9d9017ef598181ef;MOF-5-Ozn;;[];[]
NIST-MATDB-e0f7abe3b71efacbe01083a10d85a2cf;MOF-5-SBA-15;;[];[]
NIST-MATDB-b08afe77b50cddd981e04d78dfd953cd;MOF-5-Zn;;[];[]
NIST-MATDB-09c747591fecc63e45680b4419313359;MOF-5/GO;;[];[]
NIST-MATDB-acbbe796d49416e999dc819f2ae65fe9;MOF-505;;[];[]
NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b;MOF-508;;[];[]
NIST-MATDB-82c9b65654ac279c7bcdae3d59773006;MOF-508a;;[];[]
NIST-MATDB-eb8a03810908350733a3ad317d9a5927;MOF-508b;;[];[]
NIST-MATDB-560d1075fc31acb5d7e43eda4310e78c;MOF-50T;;[];[]
NIST-MATDB-e5ee0c9c02469daa1b7418cafa6c7aca;MOF-519;;[];[]
NIST-MATDB-46d9ea36aba9e6273def883a82fc999e;MOF-520;;[];[]
NIST-MATDB-9a411d8d0b62c82a3a702ebce4b61087;MOF-5_DMF;;[];[]
NIST-MATDB-872cc583a84abefc6ac42631565a0f7e;MOF-5_NMP;;[];[]
NIST-MATDB-ccffaf2765259ef9208964592b9a7dfc;MOF-5_NMP-D;;[];[]
NIST-MATDB-4dea0737f559a7e8401954a1fd97dcd6;MOF-5_NMP-N;;[];[]
NIST-MATDB-53d3449874d5242090562993dc1658cf;MOF-601;;[];[]
NIST-MATDB-bf4ded7bae883404cf55a6c98862e1e3;MOF-602;;[];[]
NIST-MATDB-9f1ae240f9f06f63edf3b6a444fd9cc0;MOF-603;;[];[]
NIST-MATDB-f2a0e91d1ea72eb9bcb6d8c6b446d05b;MOF-604;;[];[]
NIST-MATDB-7ea7ff64c6b9a16b7181f7e0812055f9;MOF-645;;[];[]
NIST-MATDB-6b5ce3e09d75abaafce4a4c9ebbf71f4;MOF-646;;[];[]
NIST-MATDB-f890f5db244e751e007120a9997778df;MOF-647A;;[];[]
NIST-MATDB-96ff9f1d8f3ae667830266f852c1c9ba;MOF-647B;;[];[]
NIST-MATDB-b9cd2544e5517d240d198ae1b339ff27;MOF-648;;[];[]
NIST-MATDB-c23671309921f92edb5b23adf8d2c956;MOF-649;;[];[]
NIST-MATDB-02a6934852f50a1fc144c14257466ccf;MOF-650;;[];[]
NIST-MATDB-ffe9c95afc390e19ab7298ab51d9251e;MOF-69a;;[];[]
NIST-MATDB-9f3163838297d9a733d559a5c34c149d;MOF-69c;;[];[]
NIST-MATDB-6dadb3e8aaa7410ebeedfd9b126bfa15;MOF-705;;[];[]
NIST-MATDB-be30efbb5a8ce858a83408cdc3371a7f;MOF-73;;[];[]
NIST-MATDB-49b1e69854030020562c1a51b5d17de8;MOF-74;;[];[]
NIST-MATDB-524bf0c00aa0a322fc87d21e20e1a054;MOF-74 (DMF);;[];[]
NIST-MATDB-3c4c41b68222f9e1a68bbb95e482de9a;MOF-74 (water);;[];[]
NIST-MATDB-7c2769672cb543e15f17087a66a23cb1;MOF-74(Mg)-1st cycle;;[];[]
NIST-MATDB-8b2f5bfff597fd6ac1507365a3732a97;MOF-74-Co;;['Co-MOF-74', 'CPO-27-Co'];[]
NIST-MATDB-775250b0154475da1a9521dd991a76d6;MOF-74-Ni;;['CPO-27(Ni)', 'CPO-27-Ni', 'MOF-74Ni', 'Ni-CPO-27', 'Ni-MOF-74', 'NiMOF-74'];[]
NIST-MATDB-28648904f405f50f2bc5e3550b6e717a;MOF-74Ni 70C;;[];[]
NIST-MATDB-85998557b36ca7efecaa9b4bbc941c9a;MOF-74Ni-Ag;;[];[]
NIST-MATDB-ae7c1a63c57f64604ed850b6255334fa;MOF-75;;[];[]
NIST-MATDB-39aafac66adba66c47a96a5c9208f0e6;MOF-75T;;[];[]
NIST-MATDB-80ca688ba44c9050dc6ee898da43c399;MOF-76;;[];[]
NIST-MATDB-2e31d3fa17aab94b4c25e8d468a03314;MOF-867;;[];[]
NIST-MATDB-15e2ac4164c5c5dc4b4f28ff2d336115;MOF-C10;;[];[]
NIST-MATDB-bbfe19e9886a7a5898e087bc67c74cb1;MOF-C16;;[];[]
NIST-MATDB-e41cd6e03305f4d9fff0b77bd42cfd2f;MOF-C22;;[];[]
NIST-MATDB-7771a27032fcf39601f9f99d529f890b;MOF-C30;;[];[]
NIST-MATDB-176203d0f45c071f48b4882ad8d3a5f9;MOF-C6;;[];[]
NIST-MATDB-746e7437eb42d735a76e032eb5cb5567;MOF-CJ3;;[];[]
NIST-MATDB-e6af6a814e3074a593a9c65f28da89f6;MOF-CJ4;;[];[]
NIST-MATDB-eb23ac9485a0f59b3d043d8c60ae2aae;MOF-CJ5;;[];[]
NIST-MATDB-4a3dbeb29358aad170ee3787d778e88f;MOF-CJ6;;[];[]
NIST-MATDB-15734fdb57584af0058d3da88dd81282;MOF-CJ7;;[];[]
NIST-MATDB-19a7150b393fc4d6ff8bdcc2f6731526;MOF-Co/AgPF6-1;;[];[]
NIST-MATDB-30865ddf4446803218087d45434a301e;MOF-Co/AgSbF6-1;;[];[]
NIST-MATDB-919a54a2c1703c7388fcc15dcece9317;MOF-d1;;[];[]
NIST-MATDB-76fa93823aa1a4fdf14b0aa8d0c8a62f;MOF-d2;;[];[]
NIST-MATDB-0cd4f46f9b9260b6c4890cb3a552db9e;MOF-d3;;[];[]
NIST-MATDB-32888880d3b5c1ca40496c0109428794;MOF-d4;;[];[]
NIST-MATDB-99100dacf1d0b5275b67c927400191da;MOF-d5;;[];[]
NIST-MATDB-3caa02eb99ae5f1da49e5be1200fae11;MOF-ED;;[];[]
NIST-MATDB-5ce8182e89c2775a262eb57a3305d8b3;MOF-EM;;[];[]
NIST-MATDB-8f7ca643a85c3409e4da510bce681b98;MOF-Fe/AgBF4-1;;[];[]
NIST-MATDB-2789bb09b5449d81559664e234a2293f;MOF-Fe/AgPF6-1;;[];[]
NIST-MATDB-dc27f4922d60e4a5d032f9711f8820dd;MOF-Fe/AgSbF6-1;;[];[]
NIST-MATDB-385e063138fd50e056ce7bcbcc1429c1;MOF-GO PSN;;[];[]
NIST-MATDB-fecad7eb9cb3b26a6ef5f04e8cd22466;MOF-GO SA;;[];[]
NIST-MATDB-ef80b8696b5a507ac75f54ced0e2c8fa;MOF-HTB';;[];[]
NIST-MATDB-1b8b3b8e06f6240692ea4c0a6e48fc9c;MOF-IP;;[];[]
NIST-MATDB-8b8eefc2dad0da99fa021effdde51dd6;MOF-L0;;[];[]
NIST-MATDB-e7d1d7f550a7c6922bb00ee9671a4dbb;MOF-L1;;[];[]
NIST-MATDB-5a42a2516ade393cd84927ddd0b63791;MOF-L2;;[];[]
NIST-MATDB-9bc717d2a446b8eb51b85dbfb8ebd450;MOF-L3;;[];[]
NIST-MATDB-bba151d7950acd5f8df325880350b9c5;MOF-L4;;[];[]
NIST-MATDB-ea2dde68c9aa712dbd45345621649770;MOF-L5;;[];[]
NIST-MATDB-e0984942647ff3f30aba7a7cd5884777;MOF-L6;;[];[]
NIST-MATDB-be0e67e846363cecc644b85d1faea3d0;MOF-L7;;[];[]
NIST-MATDB-86dc41dcd5e3b0333da9a0f1d7ebf6b8;MOF-monoclinic;;[];[]
NIST-MATDB-af55577e3dc03bd8b01c38e6e850b445;MOF-P-30;;[];[]
NIST-MATDB-5af3c73f01fcb02023bf9b287c805df2;MOF-single;;[];[]
NIST-MATDB-d33fffa6e61d43d0537739b99bbe132d;MOF/BFG;;[];[]
NIST-MATDB-c86c6ddb29e17b5beb79e22bca90231a;MOF/PAN;;[];[]
NIST-MATDB-77457726acde2964711df3055d2fc2b8;MOF/PUF (A);;[];[]
NIST-MATDB-99127cdb1f4f64003983f12d20d73491;MOF/PUF (B);;[];[]
NIST-MATDB-604a18944e894353f9d8373368b96910;MOF/Si;;[];[]
NIST-MATDB-dd3edc641d14e612156761163d5ccec6;MOF1N';;[];[]
NIST-MATDB-1ed410a1ae6cbe24a375534e89b9f039;MOFAC1;;[];[]
NIST-MATDB-7fbe8d5c8ebce2b204a6fb9f89878122;MOFAC1+PMN;;[];[]
NIST-MATDB-03364ace053cdd14894b089a3afa83dd;MOFAC3;;[];[]
NIST-MATDB-e711dcf77e5656bbb3c5e2458edcc822;MOFAC3+PMN;;[];[]
NIST-MATDB-1f717d19a7a8b57845cfed87b0e4a112;MOFCo/AgBF4-1;;[];[]
NIST-MATDB-fa3c9639f5add096661e3ded10acdfd5;MOFMC;;[];[]
NIST-MATDB-12649e2543844f87beba862624769469;MOFSc2;;[];[]
NIST-MATDB-96d3a4b66939226c449e668e4605915a;MOFSc2-10H2;;[];[]
NIST-MATDB-6273d923548e8965ef9aba97ee1ac983;MOFSc2-2H2;;[];[]
NIST-MATDB-1b7a91aca42ed936eb229e77455b658d;MOFSc2-4H2;;[];[]
NIST-MATDB-45a0bd821e911913855312feee930b64;MOFSc2-6H2;;[];[]
NIST-MATDB-cc8cf08738076e096ee7e0cb7b7b9b31;MOFSc2-8H2;;[];[]
NIST-MATDB-bcafa6f33cbb0df137aae0f7c6339b4d;MOFTi2;;[];[]
NIST-MATDB-d2d347d13d6a27cf4a5288a89918a84d;MOFTi2-10H2;;[];[]
NIST-MATDB-125b76ef96b42edc46b4e3fd093db7a3;MOFTi2-2H2;;[];[]
NIST-MATDB-9f6ad5fe4cced41af14c04976bb16459;MOFTi2-4H2;;[];[]
NIST-MATDB-1de5c192112f4c2cce94208111506e65;MOFTi2-6H2;;[];[]
NIST-MATDB-bcf4474e659d88f49741859c9fc74e13;MOFTi2-8H2;;[];[]
NIST-MATDB-6dd8c31cb84dd814d9a261d9fe1a585e;moisture treated coated MOF-5 1d;;[];[]
NIST-MATDB-5cce6c72506aac80c6a5090647b609e7;moisture treated coated ZnBT 1d;;[];[]
NIST-MATDB-fb6f4308ece0a85f8b9bccad5f90a072;moisture treated MOF-5 2h;;[];[]
NIST-MATDB-33f35f0671baca7fffbda5567ea669bd;moisture treated ZnBT 1d;;[];[]
NIST-MATDB-08563c937906254c373039d63b160dec;Molecular sieve 13X;;[];[]
NIST-MATDB-115a509d4cb213fdd6a4c5b30360a456;Molecular sieve 3a;;[];[]
NIST-MATDB-fdc2e79ee74863583a31657c3acb58fd;Molecular Sieves Type 13X;;[];[]
NIST-MATDB-f0b7ae59df96026e8fd59c7a68ebd8a0;Molecular sieving carbon MSC-5A;;[];[]
NIST-MATDB-b69b4743019c78de61b1625983e678d7;Monetite;;[];[]
NIST-MATDB-180076f743fab98183f7b6c847e994fb;monolithic CMK-3;;[];[]
NIST-MATDB-a88ffaca24692eb41554507d2a407b33;MONT 3;;[];[]
NIST-MATDB-879a471ba7d223fe3a65d3f3bb80507e;MONT 5;;[];[]
NIST-MATDB-dc292bab022f610ead2847415894c95d;MONT 6;;[];[]
NIST-MATDB-bf56cbf1f903b6c15be03b71696c8ce4;MONT 7;;[];[]
NIST-MATDB-aff1447886023b303d4bf1f0a8324214;montmorillonite (Mt);;[];[]
NIST-MATDB-2039b32a18f1d3cf1f19460cebb86c3a;Montmorillonite K10;;[];[]
NIST-MATDB-e09ce8d2fac59d37a5176b1a57b8cab5;montmorillonite-chitosan composite;;[];[]
NIST-MATDB-b8111e93043fa973240096a903ced063;Montney Shale;;[];[]
NIST-MATDB-9a4a19484c0c3f24d6526349cab0b080;MOP-14;;[];[]
NIST-MATDB-4186460924dfc4eb07f28f465a669c83;MOP-15;;[];[]
NIST-MATDB-824a5a7c643aaedf9a597c5b777d3b12;MOP-17;;[];[]
NIST-MATDB-a3f67f9c159e9415337f29f5bcfd772e;MOP-23;;[];[]
NIST-MATDB-6a81952b9dc66047a12a3c4b9d4023b8;MOP-24;;[];[]
NIST-MATDB-522d29cb5d21925b793001fffba6304c;Mordenite;;[];[]
NIST-MATDB-abb515fb6c926d4cee9202ea67e3535c;Mordenite/Na;;['Na-mordenite'];[]
NIST-MATDB-4ce697c4ebf979e8b1ecb0baab1f8de7;MPF-1;;[];[]
NIST-MATDB-c9855f1901416694a22d5803d16d3b8f;MPF-2;;[];[]
NIST-MATDB-5584c0d890af44cffa80b834dac09976;MPF-3;;[];[]
NIST-MATDB-21b43ecbe33e540548c0ed90e1582dc9;MPF-4;;[];[]
NIST-MATDB-4e7b3321a6233802dc2aafacbb19ea65;MPF-5;;[];[]
NIST-MATDB-9f2174c86afef6d1d412b9e8e6316755;mpg-C3N4;;[];[]
NIST-MATDB-846739fd533648c8ef8821c2ffa89081;MPL1;;[];[]
NIST-MATDB-0a1fa7cd003a25e477d2a4daa521336a;MPL2;;[];[]
NIST-MATDB-c82416749b8457fcb8361423ded84f79;MPL3;;[];[]
NIST-MATDB-7400bfa7f4d75198570501cb24f0480e;MPL4;;[];[]
NIST-MATDB-65ac1a289c45ed79a6104214ab89dc25;MpRu-2;;[];[]
NIST-MATDB-45297f3889d558e62cded08185308735;MpRu-2ex;;[];[]
NIST-MATDB-a247fb3bf8e26b4ae228a2800141a4f2;MpRu-5;;[];[]
NIST-MATDB-858eb08064488cea7f9a21401ab1d55e;MpRu-5ex;;[];[]
NIST-MATDB-7b8bd77e5ce4f52b5da1f586fefad939;MS-5A;;[];[]
NIST-MATDB-07922026e71b5d1fe8b82349755ede50;MS5A;;[];[]
